Trainer,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Aaron Dunn,100,14,11,12,2093.7500000000005,-693.75,-33.13432835820895
Julie Brimacombe,100,14,11,12,1578.7600000000002,-178.75999999999996,-11.322810306823072
Luke McCarthy,100,14,11,7,1857.78,-457.78,-24.6412384674181
Bryse McElhinney,100,14,10,16,1242.3899999999999,157.61000000000004,12.686032566263417
Bernie Hewitt,100,14,10,14,1733.73,-333.73,-19.249248729617648
Ricky Gordon,100,14,9,15,1438.2600000000002,-38.26,-2.6601588029980667
Michael Gadsden,100,14,9,9,1507.8899999999999,-107.88999999999992,-7.155031202541294
Kent Rattray,100,13,18,11,1176.2699999999998,123.73000000000008,10.518843462810418
Ian Gurney,100,13,16,12,1823.8999999999999,-523.8999999999999,-28.724162508909473
Chris Frisby,100,13,15,10,1916.0199999999998,-616.02,-32.151021388085724
Donna Castles,100,13,15,10,1591.3200000000002,-291.32,-18.306814468491563
Steven Davis,100,13,15,9,1403.56,-103.56,-7.378380689104848
David Aiken,100,13,14,14,1283.6699999999998,16.32999999999995,1.2721338038592436
"M J Schrader, B L Smith",100,13,14,11,1384.3700000000001,-84.36999999999999,-6.094468964221991
Nathan Turnbull,100,13,13,15,1796.51,-496.51,-27.637474881854263
David Micallef,100,13,13,11,1302.03,-2.0299999999999727,-0.15591038608941213
Nick Youngson,100,13,13,10,2049.4199999999996,-749.4200000000001,-36.56741907466504
Matt Elkins,100,13,12,13,1593.19,-293.1900000000001,-18.402701498251943
John Stariha,100,13,12,8,1345.11,-45.10999999999994,-3.3536290712283714
Riley Butt,100,13,10,12,1542.73,-242.72999999999996,-15.733796581384945
Blake Fitzpatrick,100,13,10,11,1549.7199999999996,-249.71999999999997,-16.113878636140726
Lane Johnson,100,13,8,11,1185.64,114.35999999999997,9.645423568705507
Alyce Finnis,100,13,7,13,1347.01,-47.00999999999993,-3.4899518192144026
Robbie Williams,100,13,7,6,1299.8999999999999,0.09999999999995168,0.007692899453800423
Simon Jnr Bigeni,100,13,4,12,1162.7399999999998,137.26000000000002,11.804874692536599
Stephen Clarke,100,12,16,12,1494.1399999999999,-294.13999999999993,-19.686240914506
Dale Afford,100,12,15,18,1253.35,-53.34999999999989,-4.2565923325487605
Ellen Jones,100,12,15,14,1516.4799999999998,-316.47999999999996,-20.869381726102553
Alison Alford,100,12,15,12,1431.73,-231.73000000000002,-16.1853142701487
David Young,100,12,14,6,1392.36,-192.35999999999999,-13.81539257088684
Jake Davis,100,12,13,15,1261.2199999999998,-61.21999999999995,-4.854030224703062
Peter Manning,100,12,13,15,1530.0800000000002,-330.08000000000004,-21.57272822336087
Dan Russell,100,12,11,8,1360.2,-160.19999999999996,-11.7776797529775
Grace Panella,100,12,11,7,1364.03,-164.02999999999997,-12.025395335879708
Matthew Clayton,100,12,9,12,1554.9099999999999,-354.9099999999999,-22.825115279984047
Anthony Missen,100,12,9,11,1424.0800000000002,-224.07999999999998,-15.735071063423401
Jason Turner,100,12,9,8,755.7799999999999,444.22,58.7763634920215
Wayne Justins,100,12,9,6,1104.0699999999997,95.93000000000006,8.688760676406396
Lachlan Prothero,100,12,9,5,1014.74,185.26000000000013,18.25689339141062
Shane Graham,100,12,8,9,1405.8799999999999,-205.87999999999988,-14.644208609554152
Keith McDeed,100,12,7,10,1608.86,-408.8599999999999,-25.41302537200253
Nigel Johns,100,12,7,9,957.5499999999997,242.45,25.319826640906484
Dianne Giles,100,12,6,19,925.5999999999999,274.4,29.64563526361279
Wayne Potter,100,11,21,8,1438.18,-338.1799999999999,-23.514441864022576
Mat Rue,100,11,20,12,1839.76,-739.7600000000002,-40.209592555550735
Chloe Butler,100,11,18,12,1517.2799999999997,-417.27999999999986,-27.50184540757144
Geoff Dawson,100,11,16,8,1351.6,-251.6,-18.61497484462859
Trevor Munday,100,11,15,12,1346.56,-246.56000000000003,-18.310361216730044
Peter Payne,100,11,13,14,1670.5700000000002,-570.57,-34.1542108382169
Graham White,100,11,12,7,1057.6000000000001,42.40000000000008,4.009077155824515
David Harris,100,11,10,15,1307.7999999999997,-207.79999999999998,-15.889279706377124
Michael Laugher,100,11,10,11,1453.58,-353.58,-24.324770566463492
Peter Greig,100,11,9,11,1253.35,-153.3499999999999,-12.2352096381697
Ross Adams,100,11,8,13,857.1899999999999,242.81,28.326275388186982
Chris Judd,100,11,7,16,1375.1600000000003,-275.16,-20.009308007795454
Peter Tilbrook,100,11,7,15,1067.1,32.900000000000034,3.0831224814918974
Corey Peterson,100,11,7,6,1497.12,-397.12000000000006,-26.52559581062307
Shane Steele,100,11,6,7,741.2,358.8,48.40798704803022
Lola Weidemann,100,11,5,10,889.56,210.44,23.65663923737578
Ben Battle,100,11,4,10,1335.23,-235.2299999999999,-17.61718954786815
Ashleigh Markham,100,11,3,7,992.1600000000001,107.84000000000002,10.869214642799548
Toby Ryan,100,10,21,19,1601.1299999999999,-601.13,-37.544109472684916
Peter Rixon,100,10,20,18,2007.13,-1007.13,-50.177616796121825
John Boserio,100,10,19,14,1452.9699999999998,-452.96999999999997,-31.17545441406223
Frank Pullicino,100,10,16,13,1545.86,-545.86,-35.31108897312823
Tyrone Abela,100,10,16,7,1591.0,-591.0000000000001,-37.146448774355754
David Miles,100,10,15,13,1440.0600000000002,-440.06,-30.55844895351582
Julie Douglas,100,10,15,8,1097.3,-97.29999999999997,-8.867219538868127
Steve Turnbull,100,10,15,7,1075.58,-75.57999999999998,-7.026906413283994
Paul Fitzpatrick,100,10,14,13,1388.74,-388.74,-27.992280772498813
Peter Bullock,100,10,13,9,1088.67,-88.67000000000002,-8.144800536434365
Jim Barker,100,10,12,16,1205.35,-205.34999999999997,-17.036545401750526
Allan MacDonald,100,10,12,5,1016.7699999999999,-16.769999999999957,-1.649340558828443
Ashleigh Delosa,100,10,12,4,925.39,74.60999999999999,8.06254660197322
Mike Reed,100,10,11,12,1655.26,-655.2600000000001,-39.58653021277625
Freddy Taiba,100,10,11,5,1210.74,-210.73999999999995,-17.405884004823495
Trent Dawson,100,10,10,18,1761.34,-761.3399999999999,-43.22504456834001
Kylie Sugars,100,10,10,14,1143.0200000000002,-143.01999999999995,-12.512466973456277
Boris Devcic,100,10,10,12,1249.4,-249.39999999999998,-19.96158155914839
Nathan Hurst,100,10,10,12,1180.5700000000002,-180.57000000000002,-15.295154035762385
Ryan Veivers,100,10,10,11,1071.32,-71.31999999999998,-6.6572079304036125
Brendan James,100,10,10,8,1256.98,-256.97999999999996,-20.44423936737259
Kevin Keys,100,10,9,12,1148.57,-148.56999999999994,-12.935215093551106
Amanda Turnbull,100,10,9,6,1746.95,-746.9499999999999,-42.75737714302068
"D A McDowell, K L McDowell",100,10,8,13,1342.8899999999999,-342.8899999999999,-25.533736940479105
Garry Shepherdson,100,10,8,7,938.86,61.13999999999998,6.512153036661481
Giles Inwood,100,10,7,10,1337.9399999999998,-337.93999999999994,-25.258232805656455
Glenn Bull,100,10,6,15,1221.3400000000001,-221.34,-18.12271767075507
Kevin Pizzuto,100,10,6,12,1182.76,-182.76000000000002,-15.451993641989922
KerryAnn Morris,100,9,17,13,1898.1200000000003,-998.1199999999999,-52.58466271890079
Darrell Dwyer,100,9,17,8,1500.73,-600.73,-40.02918579624583
Maree Caldow,100,9,15,10,1407.03,-507.03000000000003,-36.03547898765485
Ray Holberton,100,9,14,14,1552.27,-652.2700000000001,-42.02039593627398
John Justice,100,9,12,21,1480.2700000000002,-580.27,-39.200281029812125
Michael Jnr Day,100,9,12,11,1101.6299999999999,-201.63000000000002,-18.30287846191553
Jack Butler,100,9,12,10,1636.8999999999999,-736.8999999999999,-45.018021870609076
Ingrid Smith,100,9,11,12,1064.95,-164.94999999999987,-15.488990093431603
John Newberry,100,9,11,10,1388.07,-488.07,-35.16177138040589
John McMullen,100,9,11,8,1057.6299999999999,-157.6299999999999,-14.90407798568497
Maryann White,100,9,11,8,1150.9399999999998,-250.93999999999988,-21.803047943420154
Lang Inwood,100,9,10,14,1130.51,-230.51,-20.38991251735942
David Goulden,100,9,10,10,913.29,-13.289999999999953,-1.455178530368224
Jocelyn Young,100,9,10,9,1409.1,-509.09999999999985,-36.129444326165626
Joe Conolly,100,9,9,13,1297.49,-397.49,-30.635303547618864
Greg Franklin,100,9,8,11,970.6199999999999,-70.61999999999995,-7.2757618841565135
Josh Turnbull,100,9,8,5,1167.7199999999998,-267.7199999999999,-22.926729010379194
Ryan Bell,100,9,7,15,1720.62,-820.62,-47.693273354953455
Stephen Cini,100,9,6,15,1512.9099999999999,-612.9100000000001,-40.51199344309973
Brad Abbott,100,9,4,7,898.4100000000001,1.590000000000039,0.17697933014993586
Kari Males,100,8,18,15,1460.79,-660.79,-45.235112507615746
Wayne Graham,100,8,17,11,1278.98,-478.9799999999999,-37.45015559273796
Ella Brechin,100,8,16,16,1419.8,-619.7999999999998,-43.65403577968727
Tom Ison,100,8,15,9,1345.1099999999997,-545.11,-40.52531019767901
Brian Portelli,100,8,12,18,1211.6899999999996,-411.6899999999999,-33.9765121441953
Clayton Harmey,100,8,12,14,1640.5499999999997,-840.5500000000002,-51.235866020541906
Peta Brown,100,8,12,14,966.03,-166.03,-17.186836847716947
Jeremy Thornton,100,8,12,13,1206.7399999999998,-406.73999999999995,-33.70568639474949
Stewart Dickson,100,8,11,17,1257.06,-457.06,-36.35944187230522
Ron Sallis,100,8,11,11,1304.79,-504.7899999999999,-38.68745162056729
Brad Lynn,100,8,10,12,808.4599999999999,-8.460000000000003,-1.046433960863865
Richard Hutchinson,100,8,10,12,1313.6299999999999,-513.63,-39.100051003707286
Symon Kittel,100,8,10,10,1368.3799999999999,-568.3799999999999,-41.536707639690725
Phil Costello,100,8,10,9,965.67,-165.67,-17.155964252798576
Toby Ainsworth,100,8,10,8,827.6,-27.59999999999997,-3.3349444175930367
Mitch Turnbull,100,8,10,7,945.7600000000001,-145.75999999999996,-15.4119438335307
Darren Elder,100,8,9,11,1304.0900000000001,-504.09,-38.654540714214505
Michael Nutley,100,8,9,9,1240.1399999999999,-440.14,-35.491154224523044
Amy Cargill,100,8,9,6,822.3100000000001,-22.3099999999999,-2.7130887378239223
Ian Mabbott,100,8,8,21,1195.2500000000002,-395.24999999999994,-33.068395733110215
David Stewart,100,8,8,15,1035.51,-235.50999999999993,-22.74338248785622
Daren Garrard,100,8,8,10,1308.61,-508.6100000000001,-38.866430792978825
Mark Hewitt,100,8,8,10,844.32,-44.32,-5.249194618154254
Darren Binskin,100,8,6,11,1097.8,-297.8,-27.126981235197672
Matt Crone,100,8,5,11,907.06,-107.05999999999995,-11.802967830132511
Troy Williams,100,8,5,7,667.4999999999999,132.5,19.850187265917608
Ricky Hart,100,8,3,7,1031.74,-231.73999999999998,-22.461085157113224
David Murphy,100,7,18,13,1379.84,-679.8399999999999,-49.26948051948052
Vic Frost,100,7,17,7,1529.53,-829.53,-54.23430727086098
Todd Rattray,100,7,16,18,1551.2099999999998,-851.21,-54.87393712005467
Mark Rees,100,7,16,16,1685.4100000000003,-985.4099999999999,-58.467079227012995
Michael Barby,100,7,13,13,888.74,-188.74,-21.236807165200172
Corey Bell,100,7,13,8,1049.1899999999998,-349.19,-33.281865057806506
Dean Cernovskis,100,7,12,14,1181.9299999999998,-481.92999999999995,-40.77483438105472
Michael Towers,100,7,12,9,822.4599999999998,-122.45999999999992,-14.889477907740186
Melissa Gillies,100,7,11,17,1057.2499999999998,-357.2499999999999,-33.79049420666824
John Tormey,100,7,11,14,1358.1599999999996,-658.16,-48.45968074453674
Anthony Varga,100,7,11,11,1028.05,-328.05,-31.90992655999222
Wayne Yole,100,7,11,9,841.2399999999999,-141.24,-16.789501212495843
Andrew Vozlic,100,7,11,8,791.7099999999999,-91.70999999999997,-11.583786992711975
David Rodger,100,7,10,13,1321.03,-621.0299999999999,-47.011044412314625
Jason Ainsworth,100,7,8,16,919.38,-219.37999999999997,-23.861732906959034
Donald Harper,100,7,8,12,1023.74,-323.74,-31.62326371930373
Sarah Suvaljko,100,7,8,11,1026.67,-326.67,-31.818403187002637
Jason Carkeet,100,7,7,16,897.5500000000001,-197.54999999999993,-22.009915882123547
Ray Cross,100,7,7,11,841.6099999999999,-141.61,-16.826083340264496
Melissa Kendall,100,7,6,10,1082.1400000000003,-382.13999999999993,-35.3133605633282
Brad Angove,100,7,6,8,979.79,-279.79,-28.55611916839323
Dean Miller,100,7,5,13,940.02,-240.01999999999995,-25.5334992872492
Simon Lowings,100,7,5,11,947.3699999999999,-247.37000000000003,-26.111234259054015
Craig Hynam,100,7,4,9,752.0200000000001,-52.02000000000001,-6.917369218903753
Tayla Gillespie,100,6,18,8,1130.23,-530.23,-46.913460092193624
Heather Stevens,100,6,15,19,1353.6999999999998,-753.6999999999998,-55.67703331609661
Colin Reeves,100,6,15,7,990.0099999999999,-390.01000000000005,-39.394551570186174
Michael Hawke,100,6,15,7,1266.1499999999999,-666.15,-52.6122497334439
Bob Mellsop,100,6,13,11,1587.4099999999999,-987.4100000000001,-62.20258156367922
Garry Johnson,100,6,13,10,1106.0600000000002,-506.06,-45.75339493336708
Gemma Hewitt,100,6,12,19,1553.63,-953.63,-61.380766334326694
Sandra O'Connor,100,6,11,8,794.76,-194.7599999999999,-24.50551109768986
Anne-Maree Conroy,100,6,9,15,880.49,-280.48999999999995,-31.856125566445954
Brett Smith,100,6,9,13,958.3999999999999,-358.40000000000003,-37.395659432387326
Paul Williams,100,6,9,12,589.3900000000001,10.610000000000065,1.8001662736049244
Bruce Fox,100,6,9,10,914.9399999999998,-314.94000000000005,-34.42192930683981
Mat Wright,100,6,9,9,742.8800000000001,-142.88000000000002,-19.233254361404263
Tiarn McElhinney,100,6,9,8,607.29,-7.290000000000006,-1.2004149582571764
Kerry Towers,100,6,8,12,967.92,-367.91999999999996,-38.011405901314156
Anton Golino,100,6,8,11,1196.72,-596.7199999999999,-49.862958753927394
Leo Wallrodt,100,6,8,9,690.9599999999999,-90.95999999999995,-13.164293157346297
Terry French,100,6,8,9,840.4099999999999,-240.41,-28.606275508382815
Anthony Gorman,100,6,7,17,1052.59,-452.5899999999999,-42.99774841106223
Trevor White,100,6,6,16,1081.36,-481.35999999999996,-44.514315306650886
Michael Teuma,100,6,6,12,801.59,-201.58999999999992,-25.148766825933443
Geoffrey Smith,100,6,6,9,853.17,-253.17000000000002,-29.674039171560185
Maria Petricevich,100,6,6,9,733.17,-133.16999999999993,-18.163590981627717
Chris Walsh,100,6,4,7,639.7800000000001,-39.78000000000002,-6.217762355809812
Adam Stephens,100,6,3,7,895.6700000000002,-295.66999999999996,-33.01104201324147
Jamie Donovan,100,5,12,14,1155.0800000000002,-655.08,-56.71295494684351
Trent Moffat,100,5,12,11,1040.21,-540.2099999999999,-51.932782803472364
Steven Lee,100,5,11,10,1352.51,-852.51,-63.03169662331517
Kevin Charles,100,5,10,15,1102.7,-602.6999999999999,-54.65675160968531
David Simmonds,100,5,10,14,843.4799999999999,-343.48,-40.72177170768721
Eugene Harris,100,5,10,10,960.4599999999999,-460.4599999999999,-47.94161131124669
Amanda Dean,100,5,10,9,929.09,-429.09,-46.18390037563637
John Fagg,100,5,10,8,911.0699999999999,-411.07,-45.119474903135874
Brett Shipway,100,5,9,11,661.91,-161.90999999999994,-24.461029445090716
Charlie Chiang,100,5,8,13,1079.1200000000001,-579.12,-53.66595003336051
Jonah Hutchinson,100,5,8,9,767.6300000000001,-267.62999999999994,-34.86445292654012
Reece Moore,100,5,7,11,1008.56,-508.55999999999983,-50.4243674149282
Peter Anderson,100,5,7,10,631.17,-131.1699999999999,-20.782039704041686
Wendy Turnbull,100,5,6,7,534.78,-34.780000000000015,-6.503608960694121
Cassandra O'Brien,100,5,5,14,627.7999999999998,-127.79999999999997,-20.35680152914941
Paul Kahlefeldt,100,5,4,8,728.45,-228.45000000000002,-31.361109204475255
Terry Dymock,100,5,2,11,634.8000000000001,-134.7999999999999,-21.235034656584734
Peter Trefort,100,5,2,8,528.4799999999999,-28.479999999999944,-5.389040266424453
Hayden Reeves,100,4,12,14,891.94,-491.9399999999999,-55.15393412112921
Jim O'Sullivan,100,4,12,8,947.89,-547.89,-57.80101066579455
Leon Jurd,100,4,10,15,742.1400000000001,-342.14,-46.10181367396986
Mark Dux,100,4,10,13,1288.16,-888.16,-68.94795677555582
Matthew Scott,100,4,9,10,780.4799999999999,-380.4799999999999,-48.74948749487494
Ian Wilson,100,4,9,5,532.4300000000001,-132.42999999999995,-24.872753225776144
Tracy Reay,100,4,8,6,627.6999999999999,-227.69999999999993,-36.27529074398597
Phil Duggan,100,4,7,10,532.1399999999999,-132.13999999999996,-24.831811177509678
Chris Watson,100,4,7,9,942.1899999999999,-542.1899999999999,-57.54571795497723
Graham Betts,100,4,7,8,460.4,-60.39999999999999,-13.11902693310165
Steve Alexandrou,100,4,6,8,775.7899999999998,-375.78999999999996,-48.43965506129236
"G M Moss, D M Wicks-Moss",100,4,5,8,532.28,-132.27999999999997,-24.851581874201546
Corey Parker,100,4,4,13,1054.03,-654.0299999999999,-62.050416022314344
Trent Hodges,100,4,3,7,550.64,-150.63999999999996,-27.357257010024693
Tiana McMahon,100,3,12,12,858.4,-558.4,-65.05125815470643
David Waite,100,3,10,15,1146.7899999999997,-846.7900000000001,-73.84002302077977
Dayl March,100,3,10,11,925.9599999999998,-625.9599999999999,-67.60119227612424
Luke Watson,100,3,10,10,765.33,-465.3299999999999,-60.80122300184233
Phillip Westbury,100,3,9,7,550.8899999999999,-250.88999999999993,-45.542667320154656
Jeremy Quinlan,100,3,6,10,525.4200000000001,-225.42,-42.90282060066232
Lacey Hinze,100,3,4,11,596.79,-296.79,-49.73106117729855
Bill White,100,3,3,11,578.1999999999999,-278.2,-48.11483915600139
Darren McCall,100,2,16,13,808.0799999999999,-608.0799999999999,-75.24997524997524
Adrian Duggan,100,2,9,8,719.34,-519.3400000000001,-72.1967358967943
Paul Morgan,100,2,9,7,649.86,-449.86000000000007,-69.22414058412582
Scott Garraway,100,2,7,9,830.3100000000001,-630.31,-75.91261095253579
Matthew Painting,100,2,6,10,703.14,-503.14000000000004,-71.55616235742526
Daniel Tucker,100,0,1,6,333.56999999999994,-333.56999999999994,-100.0
